ZipCode,StartTime(UTC)_Traffic,EndTime(UTC)_Traffic,Type_Traffic,Severity_Traffic,Type_Weather,Severity_Weather
86005.0,2017-07-28 19:37:54,2017-07-28 20:07:16,Accident,3,Rain,Light
86301.0,2017-07-28 22:55:00,2017-07-28 23:53:52,Congestion,2,Rain,Light
86005.0,2017-07-28 22:58:00,2017-07-28 23:49:52,Congestion,1,Rain,Light
85706.0,2017-07-28 23:23:31,2017-07-28 23:53:18,Accident,2,Rain,Heavy
85128.0,2017-07-29 11:33:00,2017-07-29 12:13:42,Congestion,2,Cold,Severe
85128.0,2017-07-29 14:23:00,2017-07-29 15:04:59,Congestion,1,Cold,Severe
86336.0,2017-07-30 02:37:00,2017-07-30 03:17:43,Congestion,2,Rain,Light
85541.0,2017-07-30 21:04:00,2017-07-30 21:46:03,Congestion,1,Rain,Light
85541.0,2017-08-01 18:52:00,2017-08-01 19:33:34,Congestion,1,Cold,Severe
85901.0,2017-08-01 20:19:43,2017-08-01 20:49:25,Accident,2,Rain,Light
86336.0,2017-08-02 01:26:18,2017-08-02 01:55:30,Accident,2,Rain,Heavy
85541.0,2017-08-02 09:17:00,2017-08-02 09:59:25,Congestion,1,Cold,Severe
85541.0,2017-08-03 16:25:24,2017-08-03 17:10:09,Accident,2,Cold,Severe
85541.0,2017-08-03 16:40:59,2017-08-03 17:25:34,Lane-Blocked,2,Cold,Severe
85024.0,2017-08-03 22:23:00,2017-08-03 23:04:59,Congestion,1,Rain,Light
85034.0,2017-08-03 23:33:00,2017-08-04 00:19:57,Congestion,0,Rain,Light
86336.0,2017-08-05 09:34:00,2017-08-05 10:15:04,Congestion,2,Rain,Light
86336.0,2017-08-14 02:14:00,2017-08-14 03:10:55,Congestion,1,Rain,Light
85128.0,2017-08-14 02:56:00,2017-08-14 03:41:56,Congestion,1,Cold,Severe
85128.0,2017-08-20 00:02:00,2017-08-20 00:42:22,Congestion,2,Cold,Severe
86005.0,2017-08-20 20:33:00,2017-08-20 21:19:42,Congestion,2,Rain,Light
86005.0,2017-08-20 21:59:00,2017-08-20 22:49:33,Congestion,0,Rain,Moderate
86005.0,2017-08-20 23:08:00,2017-08-20 23:49:25,Congestion,0,Rain,Light
86336.0,2017-08-20 23:09:00,2017-08-20 23:49:25,Congestion,0,Rain,Light
86336.0,2017-08-20 23:29:00,2017-08-21 00:10:35,Congestion,0,Rain,Light
86336.0,2017-08-21 00:21:00,2017-08-21 01:06:27,Congestion,1,Rain,Light
86336.0,2017-08-21 00:35:00,2017-08-21 01:25:30,Congestion,1,Rain,Light
86336.0,2017-08-21 00:50:00,2017-08-21 01:30:32,Congestion,0,Rain,Light
86401.0,2017-08-21 17:45:00,2017-08-21 18:28:39,Congestion,1,Rain,Light
85706.0,2017-08-22 14:12:52,2017-08-22 14:42:33,Accident,2,Cold,Severe
85706.0,2017-08-22 14:14:00,2017-08-22 14:56:57,Congestion,1,Cold,Severe
85122.0,2017-08-22 23:42:00,2017-08-23 00:26:02,Congestion,1,Cold,Severe
85286.0,2017-08-27 10:22:00,2017-08-27 11:02:45,Congestion,2,Cold,Severe
86005.0,2017-08-29 20:11:00,2017-08-29 20:52:37,Congestion,1,Rain,Moderate
86023.0,2017-09-05 21:08:00,2017-09-05 21:50:08,Congestion,2,Rain,Light
86429.0,2017-09-07 14:05:00,2017-09-07 14:47:31,Congestion,0,Cold,Severe
85286.0,2017-09-08 05:05:00,2017-09-08 05:45:20,Congestion,2,Rain,Light
85286.0,2017-09-08 05:16:00,2017-09-08 05:56:20,Congestion,2,Rain,Light
86429.0,2017-09-08 09:20:00,2017-09-08 10:05:22,Congestion,1,Cold,Severe
86429.0,2017-09-08 09:37:00,2017-09-08 10:27:25,Congestion,1,Cold,Severe
86429.0,2017-09-08 09:46:00,2017-09-08 10:28:24,Congestion,1,Cold,Severe
86505.0,2017-09-10 00:36:00,2017-09-10 01:18:49,Congestion,1,Rain,Light
85128.0,2017-09-11 19:13:00,2017-09-11 19:53:20,Congestion,2,Cold,Severe
85128.0,2017-09-18 00:50:00,2017-09-18 01:31:34,Congestion,1,Cold,Severe
85128.0,2017-09-27 16:04:00,2017-09-27 16:45:47,Congestion,1,Cold,Severe
85128.0,2017-10-07 16:02:00,2017-10-07 16:44:08,Congestion,2,Cold,Severe
85128.0,2017-10-16 13:45:51,2017-10-16 14:15:23,Flow-Incident,3,Cold,Severe
86046.0,2017-10-17 17:39:00,2017-10-17 18:20:47,Congestion,2,Fog,Moderate
85128.0,2017-10-18 13:21:13,2017-10-18 13:50:02,Flow-Incident,3,Cold,Severe
85128.0,2017-10-23 17:29:00,2017-10-23 18:11:12,Congestion,1,Cold,Severe
85128.0,2017-11-04 00:37:00,2017-11-04 01:17:35,Congestion,2,Cold,Severe
85128.0,2017-11-04 00:46:21,2017-11-04 01:16:06,Broken-Vehicle,2,Cold,Severe
85128.0,2017-11-13 23:20:42,2017-11-13 23:50:30,Accident,2,Cold,Severe
85128.0,2017-11-15 00:52:00,2017-11-15 01:34:10,Congestion,1,Cold,Severe
85901.0,2017-11-15 14:56:00,2017-11-15 15:38:52,Congestion,1,Fog,Moderate
85215.0,2017-11-30 15:20:00,2017-11-30 16:09:44,Congestion,2,Cold,Severe
85128.0,2017-12-12 14:43:37,2017-12-12 15:28:26,Accident,2,Cold,Severe
85128.0,2017-12-14 03:50:24,2017-12-14 04:20:05,Lane-Blocked,2,Cold,Severe
85735.0,2017-12-16 03:02:40,2017-12-16 03:32:26,Accident,2,Cold,Severe
86505.0,2017-12-21 14:38:00,2017-12-21 15:20:37,Congestion,0,Snow,Light
86046.0,2018-01-10 04:15:00,2018-01-10 04:57:10,Congestion,2,Snow,Light
86046.0,2018-01-10 04:27:00,2018-01-10 05:09:07,Congestion,2,Snow,Light
86046.0,2018-01-10 04:28:00,2018-01-10 05:14:08,Congestion,1,Snow,Light
86046.0,2018-01-10 04:29:00,2018-01-10 05:24:08,Congestion,1,Snow,Light
86046.0,2018-01-10 04:33:00,2018-01-10 05:14:08,Congestion,2,Snow,Light
86046.0,2018-01-10 04:37:00,2018-01-10 05:18:08,Congestion,3,Snow,Light
86046.0,2018-01-10 04:37:00,2018-01-10 05:19:08,Congestion,2,Snow,Light
86046.0,2018-01-10 04:40:00,2018-01-10 05:29:10,Congestion,3,Snow,Light
86046.0,2018-01-10 04:40:00,2018-01-10 05:44:08,Congestion,3,Snow,Light
86046.0,2018-01-10 04:43:00,2018-01-10 05:24:08,Congestion,1,Snow,Light
86046.0,2018-01-10 04:46:00,2018-01-10 05:28:08,Congestion,2,Snow,Light
86046.0,2018-01-10 04:47:00,2018-01-10 05:28:08,Congestion,2,Snow,Light
86046.0,2018-01-10 04:48:00,2018-01-10 06:33:08,Congestion,2,Snow,Light
86046.0,2018-01-10 04:48:00,2018-01-10 06:39:08,Flow-Incident,2,Snow,Light
86046.0,2018-01-10 04:48:00,2018-01-10 06:23:08,Congestion,3,Snow,Light
86046.0,2018-01-10 05:03:00,2018-01-10 05:44:08,Congestion,2,Snow,Light
86046.0,2018-01-10 05:05:00,2018-01-10 05:49:09,Congestion,2,Snow,Light
86046.0,2018-01-10 05:07:00,2018-01-10 05:48:08,Congestion,3,Snow,Light
86046.0,2018-01-10 05:12:00,2018-01-10 05:53:08,Congestion,1,Snow,Light
86046.0,2018-01-10 05:12:00,2018-01-10 05:54:08,Congestion,1,Snow,Light
86046.0,2018-01-10 05:17:00,2018-01-10 05:58:10,Congestion,3,Snow,Light
86046.0,2018-01-10 05:18:00,2018-01-10 05:59:08,Congestion,3,Snow,Light
86046.0,2018-01-10 05:18:00,2018-01-10 05:59:08,Congestion,3,Snow,Light
86046.0,2018-01-10 05:19:00,2018-01-10 06:02:08,Congestion,2,Snow,Light
86046.0,2018-01-10 05:26:00,2018-01-10 06:09:08,Congestion,1,Snow,Light
86046.0,2018-01-10 05:27:00,2018-01-10 06:14:10,Congestion,1,Snow,Light
86046.0,2018-01-10 05:33:00,2018-01-10 06:14:10,Congestion,2,Snow,Light
86046.0,2018-01-10 05:44:00,2018-01-10 06:26:08,Congestion,2,Snow,Light
86046.0,2018-01-10 05:47:00,2018-01-10 06:29:08,Congestion,1,Snow,Light
86046.0,2018-01-10 05:48:00,2018-01-10 06:44:09,Congestion,3,Snow,Light
86046.0,2018-01-10 05:48:00,2018-01-10 06:49:09,Congestion,3,Snow,Light
86046.0,2018-01-10 05:52:37,2018-01-10 06:22:11,Flow-Incident,4,Snow,Light
86046.0,2018-01-10 05:53:00,2018-01-10 06:34:08,Congestion,3,Snow,Light
86046.0,2018-01-10 05:55:00,2018-01-10 06:38:08,Flow-Incident,1,Snow,Light
86005.0,2018-01-10 05:57:00,2018-01-10 06:38:08,Congestion,1,Fog,Severe
86046.0,2018-01-10 05:57:00,2018-01-10 06:38:08,Congestion,3,Snow,Light
86046.0,2018-01-10 05:57:00,2018-01-10 06:38:08,Congestion,1,Snow,Light
86046.0,2018-01-10 05:58:00,2018-01-10 06:39:08,Congestion,2,Snow,Light
86005.0,2018-01-10 06:04:00,2018-01-10 06:45:07,Congestion,1,Fog,Severe
86005.0,2018-01-10 06:06:00,2018-01-10 06:47:09,Congestion,2,Fog,Severe
86046.0,2018-01-10 06:07:00,2018-01-10 06:49:09,Congestion,2,Snow,Light
86005.0,2018-01-10 06:07:00,2018-01-10 06:48:08,Congestion,1,Fog,Severe
86046.0,2018-01-10 06:09:00,2018-01-10 06:53:08,Congestion,1,Snow,Light
86005.0,2018-01-10 06:09:00,2018-01-10 06:53:08,Flow-Incident,3,Fog,Severe
86046.0,2018-01-10 06:11:00,2018-01-10 06:53:08,Congestion,2,Snow,Light
86005.0,2018-01-10 06:11:00,2018-01-10 06:52:09,Congestion,1,Fog,Severe
86046.0,2018-01-10 06:12:00,2018-01-10 06:54:08,Congestion,2,Snow,Light
86046.0,2018-01-10 06:12:00,2018-01-10 06:53:08,Congestion,2,Snow,Light
86046.0,2018-01-10 06:12:00,2018-01-10 06:54:08,Congestion,2,Snow,Light
86005.0,2018-01-10 06:12:00,2018-01-10 06:54:08,Congestion,1,Fog,Severe
86046.0,2018-01-10 06:14:00,2018-01-10 06:56:08,Congestion,3,Snow,Light
86046.0,2018-01-10 06:15:00,2018-01-10 06:56:08,Congestion,2,Snow,Light
86005.0,2018-01-10 06:22:00,2018-01-10 07:03:08,Congestion,2,Fog,Severe
85901.0,2018-01-10 06:30:00,2018-01-10 07:14:08,Congestion,2,Rain,Light
86046.0,2018-01-10 06:31:00,2018-01-10 07:11:09,Congestion,2,Snow,Light
86046.0,2018-01-10 06:32:00,2018-01-10 07:12:10,Congestion,1,Snow,Light
86005.0,2018-01-10 06:39:00,2018-01-10 07:19:08,Congestion,1,Fog,Severe
86005.0,2018-01-10 06:45:00,2018-01-10 07:27:12,Congestion,3,Fog,Severe
86005.0,2018-01-10 06:48:00,2018-01-10 07:29:08,Congestion,3,Fog,Severe
86005.0,2018-01-10 06:50:00,2018-01-10 07:33:08,Congestion,2,Fog,Severe
86005.0,2018-01-10 06:52:00,2018-01-10 07:32:13,Congestion,2,Fog,Severe
86005.0,2018-01-10 06:55:00,2018-01-10 07:38:08,Congestion,2,Fog,Severe
86005.0,2018-01-10 07:08:00,2018-01-10 07:49:09,Congestion,3,Fog,Severe
86005.0,2018-01-10 07:09:00,2018-01-10 07:49:09,Congestion,1,Fog,Severe
86005.0,2018-01-10 07:12:00,2018-01-10 07:53:09,Congestion,2,Fog,Severe
86336.0,2018-01-10 09:15:00,2018-01-10 09:58:09,Congestion,2,Fog,Severe
86336.0,2018-01-10 09:16:00,2018-01-10 09:58:09,Congestion,2,Fog,Severe
86336.0,2018-01-10 09:26:00,2018-01-10 10:09:10,Congestion,2,Fog,Severe
86336.0,2018-01-10 09:37:00,2018-01-10 10:18:11,Congestion,1,Fog,Severe
86336.0,2018-01-10 09:37:00,2018-01-10 10:54:11,Congestion,2,Fog,Severe
86336.0,2018-01-10 10:00:00,2018-01-10 10:41:10,Congestion,2,Fog,Severe
86005.0,2018-01-10 11:08:00,2018-01-10 11:52:11,Congestion,2,Snow,Light
86005.0,2018-01-10 11:11:00,2018-01-10 11:52:11,Congestion,2,Snow,Light
86005.0,2018-01-10 11:13:00,2018-01-10 11:54:18,Congestion,2,Snow,Light
86336.0,2018-01-10 11:55:00,2018-01-10 12:36:19,Congestion,1,Rain,Light
86336.0,2018-01-10 11:58:00,2018-01-10 12:38:15,Congestion,1,Rain,Light
85128.0,2018-01-13 15:49:00,2018-01-13 16:29:51,Congestion,2,Cold,Severe
85128.0,2018-01-16 20:59:29,2018-01-16 21:29:10,Accident,2,Cold,Severe
85128.0,2018-01-16 23:36:40,2018-01-17 00:06:28,Accident,2,Cold,Severe
86005.0,2018-01-20 17:56:00,2018-01-20 18:38:15,Congestion,1,Fog,Severe
86005.0,2018-01-20 17:56:00,2018-01-20 19:00:13,Congestion,2,Fog,Severe
86005.0,2018-01-20 19:12:00,2018-01-20 19:54:10,Congestion,3,Snow,Light
86005.0,2018-01-20 20:20:15,2018-01-20 20:48:05,Flow-Incident,3,Fog,Severe
86336.0,2018-01-20 22:09:00,2018-01-20 22:50:11,Congestion,1,Rain,Light
86401.0,2018-01-21 03:23:00,2018-01-21 04:05:08,Congestion,1,Cold,Severe
86046.0,2018-01-21 03:23:00,2018-01-21 04:04:11,Congestion,1,Snow,Light
86046.0,2018-01-21 03:37:00,2018-01-21 04:31:09,Congestion,1,Snow,Light
86046.0,2018-01-21 03:40:00,2018-01-21 04:21:09,Congestion,2,Snow,Light
86046.0,2018-01-21 03:50:00,2018-01-21 04:31:09,Congestion,2,Snow,Light
86046.0,2018-01-21 03:52:00,2018-01-21 04:34:11,Congestion,2,Snow,Light
86046.0,2018-01-21 03:54:00,2018-01-21 04:38:09,Congestion,2,Snow,Light
86046.0,2018-01-21 03:55:00,2018-01-21 04:36:14,Congestion,1,Snow,Light
86046.0,2018-01-21 03:55:00,2018-01-21 04:36:14,Congestion,2,Snow,Light
86046.0,2018-01-21 04:01:00,2018-01-21 04:43:09,Congestion,3,Snow,Light
86046.0,2018-01-21 04:11:00,2018-01-21 04:53:10,Congestion,1,Snow,Light
86046.0,2018-01-21 04:13:00,2018-01-21 04:54:09,Congestion,2,Snow,Light
86046.0,2018-01-21 04:13:00,2018-01-21 04:55:10,Congestion,2,Snow,Light
86046.0,2018-01-21 04:18:00,2018-01-21 05:06:08,Congestion,2,Snow,Light
86046.0,2018-01-21 04:20:00,2018-01-21 05:12:10,Congestion,3,Snow,Light
86046.0,2018-01-21 04:25:00,2018-01-21 05:07:08,Congestion,1,Snow,Light
86046.0,2018-01-21 04:26:00,2018-01-21 05:07:08,Congestion,2,Snow,Light
86046.0,2018-01-21 04:27:00,2018-01-21 05:08:08,Congestion,1,Snow,Light
86046.0,2018-01-21 04:31:00,2018-01-21 05:12:10,Congestion,2,Snow,Light
86046.0,2018-01-21 04:33:00,2018-01-21 05:42:08,Congestion,2,Snow,Light
86046.0,2018-01-21 04:38:00,2018-01-21 05:19:09,Congestion,3,Snow,Light
86046.0,2018-01-21 04:40:00,2018-01-21 05:21:09,Congestion,1,Snow,Light
86046.0,2018-01-21 04:40:00,2018-01-21 05:34:08,Flow-Incident,2,Snow,Light
86046.0,2018-01-21 04:46:00,2018-01-21 05:30:10,Congestion,2,Snow,Light
86046.0,2018-01-21 04:47:00,2018-01-21 05:29:12,Congestion,1,Snow,Light
86046.0,2018-01-21 04:49:00,2018-01-21 06:02:09,Congestion,3,Snow,Light
86046.0,2018-01-21 04:49:00,2018-01-21 05:56:09,Flow-Incident,3,Snow,Light
86046.0,2018-01-21 04:49:00,2018-01-21 05:30:10,Congestion,2,Snow,Light
86046.0,2018-01-21 04:59:00,2018-01-21 05:40:09,Congestion,1,Snow,Light
86046.0,2018-01-21 05:03:00,2018-01-21 05:45:09,Congestion,2,Snow,Light
86336.0,2018-01-21 05:06:00,2018-01-21 05:49:08,Congestion,1,Snow,Light
86046.0,2018-01-21 05:08:00,2018-01-21 05:48:09,Congestion,1,Snow,Light
86336.0,2018-01-21 05:12:00,2018-01-21 05:53:08,Congestion,2,Snow,Light
86046.0,2018-01-21 05:12:00,2018-01-21 05:52:08,Congestion,2,Snow,Light
86046.0,2018-01-21 05:14:00,2018-01-21 05:54:11,Congestion,2,Snow,Light
86046.0,2018-01-21 05:15:00,2018-01-21 05:56:09,Congestion,1,Snow,Light
86046.0,2018-01-21 05:19:00,2018-01-21 06:00:09,Congestion,2,Snow,Light
86336.0,2018-01-21 05:20:00,2018-01-21 06:01:10,Congestion,1,Snow,Light
86336.0,2018-01-21 05:22:00,2018-01-21 06:03:09,Congestion,2,Snow,Light
86336.0,2018-01-21 05:22:00,2018-01-21 06:02:09,Congestion,2,Snow,Light
86046.0,2018-01-21 05:26:00,2018-01-21 06:31:10,Congestion,2,Snow,Light
86336.0,2018-01-21 05:27:00,2018-01-21 06:08:08,Congestion,2,Snow,Light
86046.0,2018-01-21 05:28:00,2018-01-21 06:08:08,Congestion,1,Snow,Light
86336.0,2018-01-21 05:35:00,2018-01-21 06:15:10,Congestion,2,Snow,Light
86046.0,2018-01-21 05:35:00,2018-01-21 06:15:10,Congestion,2,Snow,Light
86336.0,2018-01-21 05:37:00,2018-01-21 06:18:10,Congestion,1,Snow,Light
86046.0,2018-01-21 05:37:00,2018-01-21 06:19:09,Congestion,2,Snow,Light
86336.0,2018-01-21 05:37:00,2018-01-21 06:19:09,Congestion,2,Snow,Light
86005.0,2018-01-21 05:40:00,2018-01-21 06:21:11,Congestion,2,Snow,Moderate
86046.0,2018-01-21 05:42:00,2018-01-21 06:22:08,Congestion,2,Snow,Light
86336.0,2018-01-21 05:42:00,2018-01-21 06:22:08,Congestion,2,Snow,Light
86336.0,2018-01-21 05:43:00,2018-01-21 06:24:08,Congestion,1,Snow,Light
86046.0,2018-01-21 05:45:00,2018-01-21 06:25:09,Congestion,2,Snow,Light
86046.0,2018-01-21 05:49:00,2018-01-21 06:33:09,Congestion,2,Snow,Light
86005.0,2018-01-21 05:50:00,2018-01-21 06:30:08,Congestion,2,Snow,Moderate
86336.0,2018-01-21 05:53:00,2018-01-21 06:33:09,Congestion,2,Snow,Light
86005.0,2018-01-21 05:56:00,2018-01-21 06:36:09,Congestion,2,Snow,Moderate
86336.0,2018-01-21 05:57:00,2018-01-21 06:40:08,Congestion,1,Snow,Light
86336.0,2018-01-21 05:59:00,2018-01-21 06:39:09,Congestion,2,Snow,Light
86336.0,2018-01-21 06:06:00,2018-01-21 06:46:10,Congestion,2,Snow,Light
86336.0,2018-01-21 06:06:00,2018-01-21 06:47:08,Congestion,1,Snow,Light
86336.0,2018-01-21 06:14:00,2018-01-21 06:54:08,Congestion,2,Snow,Light
85541.0,2018-01-21 06:18:00,2018-01-21 06:58:08,Congestion,2,Snow,Light
86005.0,2018-01-21 07:01:00,2018-01-21 07:43:09,Congestion,1,Snow,Light
86047.0,2018-01-21 08:01:00,2018-01-21 08:43:09,Congestion,1,Snow,Light
86005.0,2018-01-21 10:09:00,2018-01-21 10:49:12,Congestion,2,Snow,Light
86005.0,2018-01-21 10:40:00,2018-01-21 11:21:10,Congestion,3,Snow,Light
86005.0,2018-01-21 10:55:00,2018-01-21 11:39:11,Congestion,2,Snow,Light
86046.0,2018-01-21 10:58:00,2018-01-21 11:39:11,Congestion,1,Snow,Light
86046.0,2018-01-21 11:07:00,2018-01-21 11:47:12,Congestion,2,Snow,Light
86005.0,2018-01-21 11:19:00,2018-01-21 12:00:12,Congestion,2,Snow,Light
85901.0,2018-01-21 11:46:00,2018-01-21 12:26:12,Congestion,2,Rain,Light
86005.0,2018-01-21 12:22:00,2018-01-21 13:03:20,Congestion,1,Snow,Light
86005.0,2018-01-21 13:05:00,2018-01-21 13:45:14,Congestion,1,Snow,Light
85337.0,2018-01-21 15:55:00,2018-01-21 16:35:16,Congestion,2,Fog,Moderate
85337.0,2018-01-21 16:02:00,2018-01-21 16:43:18,Congestion,2,Fog,Moderate
86401.0,2018-01-23 18:31:06,2018-01-23 19:30:46,Accident,3,Cold,Severe
85128.0,2018-01-24 18:52:10,2018-01-24 19:21:54,Accident,2,Cold,Severe
85307.0,2018-02-02 15:46:00,2018-02-02 16:41:53,Congestion,1,Cold,Severe
86336.0,2018-02-12 20:01:00,2018-02-12 20:48:05,Congestion,0,Rain,Light
86336.0,2018-02-12 20:32:00,2018-02-12 21:16:05,Congestion,1,Rain,Light
86005.0,2018-02-13 00:39:41,2018-02-13 01:09:31,Accident,3,Fog,Severe
85260.0,2018-02-13 15:54:00,2018-02-13 16:38:39,Congestion,1,Rain,Light
85034.0,2018-02-14 19:54:00,2018-02-14 21:31:31,Congestion,2,Rain,Light
85260.0,2018-02-14 19:56:00,2018-02-14 20:56:38,Congestion,1,Rain,Light
85034.0,2018-02-14 19:57:00,2018-02-14 20:39:39,Congestion,2,Rain,Light
85034.0,2018-02-14 21:04:00,2018-02-14 23:47:41,Congestion,1,Rain,Light
85024.0,2018-02-14 21:36:00,2018-02-14 22:18:31,Congestion,1,Rain,Light
85034.0,2018-02-14 21:44:00,2018-02-14 22:26:32,Congestion,2,Rain,Light
85034.0,2018-02-14 22:16:00,2018-02-14 23:48:37,Congestion,2,Rain,Light
85260.0,2018-02-14 22:23:00,2018-02-14 23:04:40,Congestion,1,Rain,Light
85024.0,2018-02-14 22:23:00,2018-02-14 23:04:40,Congestion,1,Rain,Light
85034.0,2018-02-14 22:34:00,2018-02-14 23:19:38,Congestion,1,Rain,Light
85024.0,2018-02-14 22:34:00,2018-02-14 23:14:38,Congestion,1,Rain,Light
85034.0,2018-02-14 22:36:00,2018-02-14 23:37:37,Congestion,0,Rain,Light
85260.0,2018-02-14 22:43:00,2018-02-14 23:24:42,Congestion,1,Rain,Light
85706.0,2018-02-14 22:46:00,2018-02-14 23:55:34,Congestion,0,Rain,Light
85034.0,2018-02-14 22:47:00,2018-02-14 23:32:41,Congestion,1,Rain,Light
85260.0,2018-02-14 22:57:00,2018-02-14 23:38:35,Congestion,1,Rain,Light
85260.0,2018-02-14 22:58:00,2018-02-14 23:39:40,Congestion,1,Rain,Light
85034.0,2018-02-14 23:14:00,2018-02-14 23:54:45,Congestion,0,Rain,Light
85260.0,2018-02-14 23:24:00,2018-02-15 00:05:39,Congestion,1,Rain,Light
85034.0,2018-02-14 23:27:00,2018-02-15 00:15:34,Congestion,2,Rain,Light
85034.0,2018-02-14 23:38:00,2018-02-15 00:26:43,Congestion,0,Rain,Light
85034.0,2018-02-14 23:42:00,2018-02-15 00:26:43,Congestion,0,Rain,Light
85260.0,2018-02-14 23:47:00,2018-02-15 00:29:51,Congestion,0,Rain,Light
85034.0,2018-02-14 23:48:00,2018-02-15 00:42:37,Congestion,1,Rain,Light
85260.0,2018-02-14 23:49:00,2018-02-15 00:29:51,Congestion,1,Rain,Light
85034.0,2018-02-14 23:52:00,2018-02-15 00:33:33,Congestion,0,Rain,Light
85706.0,2018-02-14 23:59:00,2018-02-15 00:39:33,Congestion,0,Rain,Light
85706.0,2018-02-15 00:02:00,2018-02-15 00:56:41,Congestion,0,Rain,Light
85034.0,2018-02-15 00:05:00,2018-02-15 00:46:42,Congestion,1,Rain,Light
85034.0,2018-02-15 00:13:00,2018-02-15 00:58:40,Congestion,0,Rain,Light
85260.0,2018-02-15 00:18:00,2018-02-15 01:09:34,Congestion,0,Rain,Light
85034.0,2018-02-15 00:25:00,2018-02-15 01:10:39,Congestion,0,Rain,Light
85034.0,2018-02-15 00:28:00,2018-02-15 01:10:39,Congestion,0,Rain,Light
85034.0,2018-02-15 00:29:00,2018-02-15 01:13:44,Congestion,1,Rain,Light
85034.0,2018-02-15 00:30:00,2018-02-15 01:13:44,Congestion,0,Rain,Light
85034.0,2018-02-15 00:33:00,2018-02-15 01:13:44,Congestion,0,Rain,Light
85034.0,2018-02-15 00:34:00,2018-02-15 01:15:40,Congestion,0,Rain,Light
85034.0,2018-02-15 00:36:00,2018-02-15 01:17:32,Congestion,0,Rain,Light
85034.0,2018-02-15 00:37:00,2018-02-15 01:28:33,Congestion,0,Rain,Light
85706.0,2018-02-15 00:43:00,2018-02-15 01:23:33,Congestion,0,Rain,Light
85034.0,2018-02-15 00:49:00,2018-02-15 01:32:30,Congestion,1,Rain,Light
86336.0,2018-02-15 00:53:00,2018-02-15 01:34:31,Congestion,2,Rain,Light
85706.0,2018-02-15 00:54:00,2018-02-15 01:35:42,Congestion,0,Rain,Light
85706.0,2018-02-15 01:07:00,2018-02-15 01:47:32,Congestion,1,Rain,Light
85024.0,2018-02-15 01:39:00,2018-02-15 02:19:29,Congestion,1,Rain,Light
86336.0,2018-02-15 01:49:00,2018-02-15 02:29:29,Congestion,2,Rain,Light
86336.0,2018-02-15 01:51:00,2018-02-15 02:32:29,Congestion,2,Rain,Light
86336.0,2018-02-15 01:57:00,2018-02-15 02:38:28,Congestion,2,Rain,Light
86336.0,2018-02-15 02:04:00,2018-02-15 02:44:28,Congestion,3,Rain,Light
85706.0,2018-02-15 02:08:46,2018-02-15 02:37:42,Accident,2,Rain,Light
85338.0,2018-02-15 03:37:00,2018-02-15 04:23:26,Congestion,1,Rain,Light
85212.0,2018-02-15 08:19:00,2018-02-15 09:08:25,Congestion,1,Rain,Light
85122.0,2018-02-15 10:31:00,2018-02-15 11:11:28,Congestion,2,Rain,Light
85122.0,2018-02-15 10:53:00,2018-02-15 11:33:29,Congestion,2,Rain,Light
85034.0,2018-02-15 13:31:00,2018-02-15 14:16:38,Congestion,1,Rain,Light
85286.0,2018-02-15 13:38:00,2018-02-15 14:23:36,Congestion,1,Rain,Light
85546.0,2018-02-15 14:21:11,2018-02-15 15:05:38,Lane-Blocked,2,Rain,Light
85286.0,2018-02-15 14:25:00,2018-02-15 15:07:43,Congestion,1,Rain,Light
85215.0,2018-02-15 14:34:00,2018-02-15 15:18:43,Congestion,1,Rain,Light
85286.0,2018-02-15 15:00:00,2018-02-15 15:43:47,Congestion,1,Rain,Light
85706.0,2018-02-15 19:12:40,2018-02-15 19:42:28,Flow-Incident,2,Rain,Light
85212.0,2018-02-16 14:53:00,2018-02-16 15:50:56,Congestion,1,Fog,Moderate
85212.0,2018-02-16 16:01:00,2018-02-16 16:41:56,Congestion,0,Fog,Moderate
85706.0,2018-02-16 20:08:00,2018-02-16 21:18:55,Congestion,1,Rain,Light
85735.0,2018-02-17 10:01:00,2018-02-17 10:48:56,Congestion,1,Rain,Light
86336.0,2018-02-19 11:22:00,2018-02-19 12:03:26,Congestion,1,Rain,Light
86023.0,2018-02-19 18:23:00,2018-02-19 19:12:46,Congestion,1,Fog,Severe
86023.0,2018-02-19 18:27:00,2018-02-19 19:13:36,Congestion,0,Fog,Severe
86023.0,2018-02-19 18:32:00,2018-02-19 19:12:46,Congestion,1,Fog,Severe
86046.0,2018-02-19 19:56:00,2018-02-19 20:43:35,Congestion,1,Snow,Light
86005.0,2018-02-19 20:25:00,2018-02-19 21:12:33,Congestion,2,Fog,Severe
86005.0,2018-02-19 20:40:00,2018-02-19 21:20:39,Congestion,3,Fog,Severe
85901.0,2018-02-20 03:25:00,2018-02-20 04:11:29,Congestion,2,Snow,Light
85901.0,2018-02-20 03:44:00,2018-02-20 04:24:30,Congestion,2,Snow,Light
86505.0,2018-02-20 04:01:00,2018-02-20 04:48:28,Congestion,1,Snow,Light
86046.0,2018-02-23 13:00:00,2018-02-23 13:40:18,Congestion,2,Snow,Light
86046.0,2018-02-23 13:09:00,2018-02-23 13:49:20,Congestion,1,Snow,Light
86046.0,2018-02-23 13:22:00,2018-02-23 14:03:21,Congestion,2,Snow,Light
86046.0,2018-02-23 13:22:00,2018-02-23 14:02:17,Congestion,2,Snow,Light
